product_id,category,sub_category,product_name,price,original_price,discount,reviews_count,brand,images,stock,f_assured,seller,seller_rating,return_policy,description,specifications,avg_rating
193,beauty,Crayon à sourcils & Amplificateur,Crayon à sourcils automatique,675.46,1959.51,66,468,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/50/9D/af59f0ea-fe94-4d79-b9da-134b72c8eac1.jpg,"Hurry, Only 7 left!",1,Perez Group,4.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",0.31
194,beauty,Crayon à sourcils & Amplificateur,Crème Gel Sourcils Imperméable,759.99,1322.26,43,265,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2D/EA/0c8226e8-dcef-4bf4-aa57-3d4afaa454c2.jpg,"Hurry, Only 1 left!",1,Mcneil-Cortez,3.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.97
195,beauty,Crayon à sourcils & Amplificateur,6Colors Eyebrow Enhancer Cream,929.04,1526.6,39,42,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B3/7B/d07f94ef-6c1c-408f-bd51-5a4c9066ef65.jpg,"Hurry, Only 3 left!",1,Jordan-Wagner,3.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.04
196,beauty,Crayon à sourcils & Amplificateur,Liquide durable pour les sourcils imperméable,587.26,1395.76,58,11,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9F/E5/c56141b0-111a-45e8-8066-4a698f13a1a8.jpg,"Hurry, Only 2 left!",0,Carter-Mckay,4.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.8
197,beauty,Crayon à sourcils & Amplificateur,Crayon à sourcils,1100.3,2512.23,56,947,KIMUSE,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/65/0B/b087e692-2705-4785-9480-91fe0d5d0331.jpg,"Hurry, Only 5 left!",1,Simmons Ltd,1.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.67
198,beauty,Crayon à sourcils & Amplificateur,Essence de croissance des sourcils,734.26,1616.26,55,157,Luckyfine,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/22/38/f104f7c9-74a3-4a5f-9d85-f0ba597d3488.jpeg,"Hurry, Only 7 left!",1,"Miranda, Lane and Barnett",1.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.43
199,beauty,Crayon à sourcils & Amplificateur,Crayon à sourcils Halo magique,738.68,1567.02,53,385,MAGICAL HALO,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B8/83/e4e67f46-9ac7-46e8-a0d8-8fa487a5823e.jpg,"Hurry, Only 2 left!",0,"Morris, Crawford and Brown",1.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.6
200,beauty,Crayon à sourcils & Amplificateur,Stylo à sourcils liquide Cross Cross,929.04,1436.92,35,945,MISS RÔSE,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/12/B4/6aad3dc1-1d33-4c1e-8ff3-c4507bc1a80b.jpg,"Hurry, Only 6 left!",0,Rivers-Castillo,5.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.26
201,beauty,Crayon à sourcils & Amplificateur,Gel teint de tatouage à sourcils,815.12,1786.05,54,423,MISS RÔSE,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/58/98/f21a5f20-ae59-43d5-acaa-c3bbeddb6a98.jpg,"Hurry, Only 5 left!",1,Juarez-Smith,3.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.36
202,beauty,Daily Necessities,100pcs tampons de préparation d'alcool de stérilisation de désinfection de virus,796.74,1682.42,53,9,Bakeey,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EB/1E/9ad990fc-7c2b-40e2-aab7-61abf512633e.jpg,"Hurry, Only 3 left!",1,"Perry, Thomas and Cortez",2.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",0.04
203,beauty,Daily Necessities,Désinfection Stérilisation Tampons d'alcool,940.06,2351.26,60,18,Baseus,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/4B/FF/b2f20c4b-7e41-436b-9622-ec05be556558.jpg,"Hurry, Only 6 left!",1,Mcintosh PLC,3.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.03
204,beauty,Daily Necessities,120pcs lingettes humides à 75% d'alcool,1114.99,2338.04,52,11,NILLKIN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/89/97/995805a4-b980-4882-bb3f-974236f0a0a8.jpg,"Hurry, Only 4 left!",0,Thompson Ltd,0.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.19
205,beauty,Déodorants & Anhidrotiques,Déodorants liquides en aérosol,881.26,1763.26,50,43,TYJR,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/7C/C6/122505aa-d33f-4b29-a8b5-2ae3ab36c5ee.jpg,"Hurry, Only 5 left!",1,Young PLC,4.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.68
206,beauty,Extension de cils & Greffage,Sérum Croissance Cils,895.23,1811.04,51,189,qibest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5E/BB/a5eb6d28-0c0c-49fc-a489-8cecfb8c5c6f.jpg,"Hurry, Only 7 left!",1,Rivera LLC,0.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",0.75
207,beauty,Eyeliner,Eyeliner mat professionnel,929.04,1526.6,39,31,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/98/FF/f8b4c04d-efe2-4593-a4b1-0f8e56f9b984.jpg,"Hurry, Only 5 left!",0,Salinas Ltd,2.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.24
208,beauty,Eyeliner,Crème à sourcils imperméable ,528.46,1248.76,58,11,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BE/2F/eb7bb81f-f996-4296-8789-aad9b946b985.jpg,"Hurry, Only 2 left!",0,Roth and Sons,1.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.84
209,beauty,Eyeliner,Eyeliner Imperméable Noir,734.26,1865.43,61,142,MISS RÔSE,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/16/A3/9f4f8b47-38be-4adc-a527-b4797c7dfbc1.jpg,"Hurry, Only 5 left!",1,Jones-Hardy,0.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.28
210,beauty,Eyeliner,Stylo Liquide Eyeliner Coloré,1224.51,2486.5,51,143,NOVO,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/72/95/39c5c174-7d4f-4fc9-8cd8-a6587ad4bdef.jpg,"Hurry, Only 3 left!",1,"Rodgers, Flores and Black",3.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.24
211,beauty,Eyeliner,Eye-liner liquide,528.46,1282.58,59,168,O.TWO.O,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/23/6C/7d8fb717-4b62-46f9-8c2b-e2171b042353.jpg,"Hurry, Only 6 left!",1,Mcgee PLC,4.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",0.24
212,beauty,Eyeliner,Crayon Eyeliner liquide,759.99,1322.26,43,186,QIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/88/85/04c18728-e25d-40c7-a22f-85946238e7fd.jpg,"Hurry, Only 1 left!",1,Miller Group,0.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.34
213,beauty,Eyeliner,Eyeliner liquide noir,587.26,1983.76,70,96,SACE LADY,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E9/3C/45a34730-31c4-488b-a5b9-e460c6a3c43a.jpg,"Hurry, Only 4 left!",1,"Ross, Campbell and Johnson",3.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.56
214,beauty,Eyeliner,Eyeliner stylo noir mat,759.99,1322.26,43,124,hengfang,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F8/2F/b292a330-8a06-4474-b019-b09095d82f2c.jpg,"Hurry, Only 4 left!",1,Johnson and Sons,1.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.63
215,beauty,Eyeliner,HUAMIANLI Eyeliner Liquide,74.97,1542.76,95,367,huamianli,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/93/72/d6530629-ea6a-4c59-8829-cb65afafc203.jpg,"Hurry, Only 6 left!",1,"Smith, Hunt and Matthews",2.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.8
216,beauty,Eyeliner,Eye-liner brillant métallique,675.46,1764.0,62,814,pudaier,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/FE/08/162eaa0b-ce6a-4a5b-a075-23d8e1d82e4f.jpg,"Hurry, Only 1 left!",1,"Finley, Cross and Moore",4.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.26
217,beauty,Fard à paupières,Palette de crème miroitante Shimmer Eyeshadow,844.52,2480.62,66,179, XLOONG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/42/EF/412e31fb-6824-4d2b-a3af-7983a926d306.jpg,"Hurry, Only 7 left!",0,White Inc,4.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",0.67
218,beauty,Fard à paupières,Palette de fard à paupières Shimmer,413.8,1653.75,75,132, XLOONG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/73/F9/fb0bc2ae-1740-4a02-9906-93fdd9bcf241.jpg,"Hurry, Only 1 left!",1,Jenkins-Chavez,1.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",0.06
219,beauty,Fard à paupières,6 couleurs Shimmer Eyeshadow Gel,759.99,1322.26,43,133,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9F/55/cf842604-e5f8-46a2-a494-effd64860461.jpg,"Hurry, Only 3 left!",1,"Johnson, Sanders and Bennett",4.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.21
220,beauty,Fard à paupières,Fard à paupières liquide Diamond Shimmer,587.26,1175.27,50,364,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/35/29/95aa0212-b81c-41ac-b2db-2e4ea8d9f20c.jpg,"Hurry, Only 5 left!",1,"Peterson, Jones and Griffin",1.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.97
221,beauty,Fard à paupières,Palette de fards à paupières Nude Matte ,2957.64,3674.27,20,43,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BC/50/3667d724-b72e-4436-a971-16b2646557f5.jpg,"Hurry, Only 4 left!",1,"Carpenter, Atkins and Contreras",0.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.44
222,beauty,Fard à paupières,Palette de fards à paupières mats,3802.89,6614.26,43,42,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A4/16/c3408a6d-e6fe-4fcb-bcc9-0340643d96a5.jpg,"Hurry, Only 7 left!",1,Fisher and Sons,4.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.83
223,beauty,Fard à paupières,Base de fard à paupières Glitter ,352.06,807.76,56,10,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/12/33/ace17d44-f307-4c2a-a960-81c50e2668e2.jpg,"Hurry, Only 3 left!",1,"Roberson, Wilson and Campbell",4.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.51
224,beauty,Fard à paupières,Palette de fards à paupières polarisés nacrés ,2830.48,4923.76,43,131,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E1/9F/b3a3e7bf-1c0c-4d5e-8119-e718c8dfa508.jpg,"Hurry, Only 2 left!",1,Howe-Sparks,5.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.66
225,beauty,Fard à paupières,Palette de fards à paupières 5Colors Sequin,704.86,1763.26,60,13,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/95/BB/c3d02c44-d78b-4709-973d-c5dc56a59678.jpg,"Hurry, Only 4 left!",0,Smith PLC,5.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.06
226,beauty,Fard à paupières,48Colors Candy Palette de fards à paupières,3821.27,9554.27,60,16,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/7A/78/f3de5bba-cb34-409c-8443-7055d9748255.jpg,"Hurry, Only 3 left!",1,"Harvey, Alexander and Martinez",1.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.13
227,beauty,Faux cils,ALIVER Sérum pour Croissance des Cils,704.86,1602.3,56,410,ALIVER,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E7/59/101255c8-1aad-4fa4-a9d5-70bab255f8c0.jpg,"Hurry, Only 5 left!",1,"Taylor, Ramirez and Owen",5.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.04
228,beauty,Faux cils,Mascara Curling Imperméable ,528.46,1248.76,58,6,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B3/4B/3cf39b89-76f0-4703-858e-a2b95a7345e2.jpg,"Hurry, Only 5 left!",1,Cross and Sons,2.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.93
229,beauty,Faux cils,Mascara tête de mort,734.26,1469.26,50,103,LAMUSELAND,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/FE/66/2044bc6a-310b-4d2d-8210-384be23ce3fe.jpg,"Hurry, Only 6 left!",1,Lane-Hurley,0.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.78
230,beauty,Faux cils,7pcs / set kit cils curler perm,2424.77,5879.26,59,138,Luckyfine,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/21/C7/1d8495a7-42d5-454a-96ea-dfe4bb8b1a0e.jpg,"Hurry, Only 5 left!",0,"Butler, Evans and Patel",2.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.5
231,beauty,Faux cils,3 paires de faux cils,857.01,1722.84,50,267,Luckyfine,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/68/D0/cf95d1c3-d912-47fa-8460-5b69f3d8181b.jpg,"Hurry, Only 7 left!",1,Lawrence Ltd,0.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",0.49
232,beauty,Faux cils,Faux-cils Magnétiques 3D,770.28,1529.54,50,557,Luckyfine,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D1/06/3c24822f-72a6-460f-add8-414c9b72f0b5.jpeg,"Hurry, Only 5 left!",1,Bishop PLC,2.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.05
233,beauty,Faux cils,Essence de coissance des cils,1900.71,3306.77,43,229,MABOX,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9D/A8/7e4def41-2d13-42a2-bca1-5dde1fcf5487.jpg,"Hurry, Only 6 left!",0,Sullivan PLC,3.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.83
234,beauty,Faux cils,Mascara en fibres d'or rose ,844.52,1653.02,49,24,O.TWO.O,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/BB/B6/359c4b3d-44c2-49c2-90f2-f99674ec995c.jpg,"Hurry, Only 3 left!",0,Allen-Williams,0.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.63
235,beauty,Faux cils,Colorful Mascara Brillant,844.52,1469.26,43,51,qibest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8E/5E/aa899707-1719-4d0c-9cfb-6e0c447d1279.jpg,"Hurry, Only 5 left!",1,Clark-Mejia,4.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.47
236,beauty,Faux cils,Mascara résistant à la sueur et à l'eau,844.52,1469.26,43,96,qibest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/96/BA/fb697457-990e-449e-84d0-f054f393e974.jpg,"Hurry, Only 3 left!",1,Ramirez-Little,2.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.06
237,beauty,Fers à friser pour cheveux,Ensemble de bigoudi en aérosol pour salon de coiffure professionnel,5144.26,11759.27,56,29,Luckyfine,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/4F/2F/fa429f78-a4fc-49d6-8a58-93e2e8fa2d19.jpeg,"Hurry, Only 2 left!",1,"Thomas, Mcclure and Moore",4.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.49
238,beauty,Fers à friser pour cheveux,Rideau de curling à cheveux en céramique à chien effilé professionnel,3724.98,7028.8,47,129,Surker,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/F5/E4/af369274-b674-48c8-948c-4ad1e5c2b555.jpg,"Hurry, Only 4 left!",0,"Boyd, Miller and Morris",3.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.06
239,beauty,Fond de teint,Fondant liquide durable,1393.56,2424.77,43,242,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F3/EF/c9826918-15da-42fb-b85c-0a3f6c416d2c.jpg,"Hurry, Only 6 left!",0,Woods-Smith,2.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.92
240,beauty,Fond de teint,Fond de teint liquide minéral,1647.14,2865.77,43,227,KIMUSE,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/3A/DC/7ebf1ceb-940d-4663-b46b-b91d91e3796c.jpeg,"Hurry, Only 7 left!",0,Johnson-Rodriguez,3.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.08
241,beauty,Fond de teint,Fondation liquide 30ML,1733.86,3467.73,50,178,MISS RÔSE,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D1/3B/efbb2347-aa6f-411d-9bba-bd186b0f4947.jpg,"Hurry, Only 5 left!",1,"James, Campbell and Allen",1.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.94
242,beauty,Fond de teint,Base de changement de température ,513.76,1248.76,59,50,NICEFACE,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/32/A2/e3aaf3ef-666f-47c4-9655-3f168559442b.jpg,"Hurry, Only 7 left!",0,Ward Inc,1.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.66
243,beauty,Fond de teint,Illuminez le fond de teint liquide,1359.75,2609.98,48,303,SACE LADY,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0A/03/3703961d-1b74-4e54-bd7f-5f3b839817ed.jpg,"Hurry, Only 2 left!",0,"Johnson, Nixon and Smith",2.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.07
244,beauty,Fond de teint,Crème BB Flawless plus brillante,759.99,1322.26,43,346,hengfang,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C2/D7/72bce9b0-2994-4a9b-95a2-9ad4d8aaaafc.jpg,"Hurry, Only 7 left!",0,"Wallace, Ray and Morris",1.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.99
